Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	FBbt:00053002	IAO:0000115	Unilateral neuron of the adult ventral nerve cord that primarily arborizes in the wing neuropil (Ehrhardt et al., 2023). It is an intersegmental interneuron (Ehrhardt et al., 2023). It has mixed arborization in the ipsilateral wing neuropil and haltere neuropil (Ehrhardt et al., 2023). It has its soma in a posterior-ventral-lateral position in the mesothoracic neuromere (Ehrhardt et al., 2023). It belongs to the 3B hemilineage of the T2 neuromere (Ehrhardt et al., 2023). There is one of these cells per hemineuromere (Ehrhardt et al., 2023).
ERROR	duplicate_definition	FBbt:00053003	IAO:0000115	Unilateral neuron of the adult ventral nerve cord that primarily arborizes in the wing neuropil (Ehrhardt et al., 2023). It is an intersegmental interneuron (Ehrhardt et al., 2023). It has mixed arborization in the ipsilateral wing neuropil and haltere neuropil (Ehrhardt et al., 2023). It has its soma in a posterior-ventral-lateral position in the mesothoracic neuromere (Ehrhardt et al., 2023). It belongs to the 3B hemilineage of the T2 neuromere (Ehrhardt et al., 2023). There is one of these cells per hemineuromere (Ehrhardt et al., 2023).
ERROR	duplicate_definition	FBbt:00053007	IAO:0000115	Unilateral neuron of the adult ventral nerve cord that primarily arborizes in the wing neuropil (Ehrhardt et al., 2023). It is an intersegmental interneuron (Ehrhardt et al., 2023). It has mixed arborization in the contralateral wing neuropil (Ehrhardt et al., 2023). It has its soma in a anterior-ventral-medial position in the mesothoracic neuromere (Ehrhardt et al., 2023). It belongs to the 6B hemilineage of the T2 neuromere (Ehrhardt et al., 2023). There is one of these cells per hemineuromere (Ehrhardt et al., 2023).
ERROR	duplicate_definition	FBbt:00053009	IAO:0000115	Unilateral neuron of the adult ventral nerve cord that primarily arborizes in the wing neuropil (Ehrhardt et al., 2023). It is an intersegmental interneuron (Ehrhardt et al., 2023). It has mixed arborization in the contralateral wing neuropil (Ehrhardt et al., 2023). It has its soma in a anterior-ventral-medial position in the mesothoracic neuromere (Ehrhardt et al., 2023). It belongs to the 6B hemilineage of the T2 neuromere (Ehrhardt et al., 2023). There is one of these cells per hemineuromere (Ehrhardt et al., 2023).
ERROR	duplicate_definition	FBbt:00053019	IAO:0000115	Unilateral neuron of the adult ventral nerve cord that primarily arborizes in the wing neuropil (Ehrhardt et al., 2023). It is an interneuron that arborizes mainly within one neuromere of the VNC (Ehrhardt et al., 2023). It has mixed arborization in the ipsilateral wing neuropil and intermediate tectulum of the mesothoracic neuromere (Ehrhardt et al., 2023). It has its soma in a posterior-dorsal-medial position in the mesothoracic neuromere (Ehrhardt et al., 2023). It belongs to the 11B hemilineage of the T2 neuromere (Ehrhardt et al., 2023). There is one of these cells per hemineuromere (Ehrhardt et al., 2023).
ERROR	duplicate_definition	FBbt:00053027	IAO:0000115	Unilateral neuron of the adult ventral nerve cord that primarily arborizes in the wing neuropil (Ehrhardt et al., 2023). It is an interneuron that arborizes mainly within one neuromere of the VNC (Ehrhardt et al., 2023). It has mixed arborization in the ipsilateral wing neuropil and intermediate tectulum of the mesothoracic neuromere (Ehrhardt et al., 2023). It has its soma in a posterior-dorsal-medial position in the mesothoracic neuromere (Ehrhardt et al., 2023). It belongs to the 11B hemilineage of the T2 neuromere (Ehrhardt et al., 2023). There is one of these cells per hemineuromere (Ehrhardt et al., 2023).
ERROR	duplicate_definition	FBbt:00053016	IAO:0000115	Unilateral neuron of the adult ventral nerve cord that primarily arborizes in the wing neuropil (Ehrhardt et al., 2023). It is an interneuron that arborizes mainly within one neuromere of the VNC (Ehrhardt et al., 2023). It has mixed arborization in the ipsilateral wing neuropil (Ehrhardt et al., 2023). It has its soma in a anterior-dorsal-lateral position in the mesothoracic neuromere (Ehrhardt et al., 2023). It belongs to the 11B hemilineage of the T2 neuromere (Ehrhardt et al., 2023). There is one of these cells per hemineuromere (Ehrhardt et al., 2023).
ERROR	duplicate_definition	FBbt:00053017	IAO:0000115	Unilateral neuron of the adult ventral nerve cord that primarily arborizes in the wing neuropil (Ehrhardt et al., 2023). It is an interneuron that arborizes mainly within one neuromere of the VNC (Ehrhardt et al., 2023). It has mixed arborization in the ipsilateral wing neuropil (Ehrhardt et al., 2023). It has its soma in a anterior-dorsal-lateral position in the mesothoracic neuromere (Ehrhardt et al., 2023). It belongs to the 11B hemilineage of the T2 neuromere (Ehrhardt et al., 2023). There is one of these cells per hemineuromere (Ehrhardt et al., 2023).
ERROR	duplicate_definition	FBbt:00053021	IAO:0000115	Unilateral neuron of the adult ventral nerve cord that primarily arborizes in the wing neuropil (Ehrhardt et al., 2023). It is an interneuron that arborizes mainly within one neuromere of the VNC (Ehrhardt et al., 2023). It has mixed arborization in the ipsilateral accessory mesothoracic neuropil and wing neuropil (Ehrhardt et al., 2023). It has its soma in a anterior-dorsal-lateral position in the mesothoracic neuromere (Ehrhardt et al., 2023). It belongs to the 17A hemilineage of the T2 neuromere (Ehrhardt et al., 2023). There is one of these cells per hemineuromere (Ehrhardt et al., 2023).
ERROR	duplicate_definition	FBbt:00053022	IAO:0000115	Unilateral neuron of the adult ventral nerve cord that primarily arborizes in the wing neuropil (Ehrhardt et al., 2023). It is an interneuron that arborizes mainly within one neuromere of the VNC (Ehrhardt et al., 2023). It has mixed arborization in the ipsilateral accessory mesothoracic neuropil and wing neuropil (Ehrhardt et al., 2023). It has its soma in a anterior-dorsal-lateral position in the mesothoracic neuromere (Ehrhardt et al., 2023). It belongs to the 17A hemilineage of the T2 neuromere (Ehrhardt et al., 2023). There is one of these cells per hemineuromere (Ehrhardt et al., 2023).
